biomarkers,E-GSM1031158,E-GSM1031159,E-GSM1031160,E-GSM1031161,E-GSM1031162,E-GSM1031167,IPS-GSM1031146,IPS-GSM1031147,IPS-GSM1031148,IPS-GSM1031176,IPS-GSM1031177
cg14841098,0.3502543,0.07516836,0.4505357,0.06469253,0.03826225,0.4611034,0.2912231,0.4552274,0.3076709,0.6152933,0.5942595
cg14841875,0,0.02359114,0,0.009479101,0.009398785,0,0.03216349,0.0201422,0.0179003,0.02859032,0.02414881
cg14844130,0.2118939,0.3608613,0.4066537,0.3398058,0.1655293,0.4596957,0.4540957,0.3169345,0.4762419,0.4421965,0.3965602
cg14845091,0.686314,0.762033,0.7715566,0.7873677,0.7773259,0.7149535,0.7650563,0.5802128,0.7762535,0.7562935,0.7227225
cg14846293,0.00430273,0.01748782,0.007904676,0.00991766,0.01268691,0.01073235,0.01644946,0.02217584,0.0162848,0.02226103,0.01580262
cg14847483,0.842751,0.5260799,0.7290162,0.6321136,0.8476241,0.6489615,0.6740883,0.600343,0.691329,0.3268361,0.4877021
cg14847688,0.001991456,0.02428789,0.003616128,0.01513601,0.03800935,0,0.01249644,0.005461555,0.01090643,0.0183559,0.01150086
cg14849423,0.9848603,0.9615243,0.9572302,0.9585528,0.9759533,0.9574406,0.7178007,0.5398084,0.5640738,0.9520664,0.9415254
cg14849559,0.001502931,0,0.0361132,0.02426123,0,0,0.001178237,0.009395931,0.005697878,0.01046116,0.006388123
cg14850026,0.3807465,0.2510042,0.3617117,0.32034,0.2736753,0.3322669,0.4013324,0.4267156,0.3979328,0.3055222,0.2900417
cg14850181,0.01749369,0.06151355,0.04338053,0.05100302,0.02670694,0.06026371,0.0972316,0.0760217,0.1332273,0.07675721,0.04047763
cg14851685,0.8493461,0.8818475,0.8734705,0.910806,0.5632244,0.8611509,0.7682595,0.6613417,0.7802688,0.6314971,0.6105146
cg14853515,0,0.01370316,0,0,0.003035949,0,0,0,0,0,0
cg14854487,0.2491807,0.04204198,0.5395447,0.02191223,0.02863522,0.4587396,0.5188763,0.5184872,0.4149871,0.4461755,0.4758092
cg14858551,0.009165394,0.03848476,0,0.00924508,0.04251124,0,0,0,0,0,0
cg14859074,0,0.01577931,0.0228919,0.01103063,0.008054324,0.001746752,0.008932146,0.000764578,0.003517103,0.003175213,0
cg14859417,0.3768979,0.2794343,0.2698725,0.2347004,0.3476774,0.2597548,0.3196671,0.3096925,0.3499221,0.2204547,0.1867803
cg14859460,0,0.06837752,0.03957028,0.03584274,0.06544437,0.04189547,0.05483955,0.04281312,0.04643628,0.09261958,0.07357523
cg14859749,0.01452464,0.008149258,0,0.02930053,0.01172183,0.000871719,0.005921984,0.009233978,0.005062072,0.006475424,0.002547233
cg14860494,0.02910535,0.04068468,0.04031032,0.04802735,0.05206293,0.0422147,0.05587932,0.07447326,0.06032454,0.05935031,0.05769131
cg14861570,0.7489741,0.6242148,0.7859573,0.7782305,0.7248487,0.7209218,0.8104481,0.74097,0.7932567,0.6705717,0.6690445
cg14862827,0.03557484,0.244052,0.1453234,0.04861876,0.01079018,0.1466054,0.1775619,0.01613658,0.02072568,0.02770522,0
cg14863484,0.02648098,0,0,0.001907087,0,0.002802577,0,0.005200887,0.006122596,0,0
cg14864603,0.900229,0.8896331,0.8868951,0.868789,0.8473787,0.8601977,0.8562234,0.8860998,0.8630318,0.7959485,0.8217898
cg14865516,0.01256472,0.09311533,0.1127784,0.1166359,0.05594609,0.0988232,0.1178061,0.08498044,0.1149265,0.01428029,0.02341389
cg14865868,0.6546276,0.5942507,0.6932805,0.726756,0.4121605,0.6642332,0.6675414,0.4746509,0.7492225,0.3646817,0.2959931
cg14869028,0.04385776,0.08410032,0.05679871,0.07630475,0.04135052,0.07641914,0.07554487,0.1102021,0.1023921,0.06630053,0.05293482
cg14870271,0.3547528,0.413007,0.3804035,0.3923565,0.2508521,0.3949417,0.4403256,0.3379928,0.421539,0.4532495,0.4318936
cg14870461,0.01167277,0.0342257,0.008891665,0.03613146,0.02169088,0.01976001,0.03820588,0.03623508,0.03102531,0.01915637,0.01831566
cg14871138,0.8411138,0.7127095,0.8120533,0.8468605,0.722882,0.8463223,0.7936886,0.8595644,0.8008359,0.7904634,0.7844609
cg14871544,0.3185499,0.3057036,0.3550931,0.2661465,0.4857115,0.5484201,0.4052058,0.365352,0.451343,0.2555863,0.2618642
cg14871856,0.002322527,0.009525524,0.005015919,0.001409949,0.006651219,0,0.02027306,0.003225638,0.006661845,0.001880985,0
cg14872956,0,0,0,0.01048695,0.002239889,0,0,0.000317156,0,0,0
cg14873135,0.004172726,0,0.00320291,0.01664891,0.04171196,0,0.007566988,0.01685472,0.01461355,0.0233893,0.009381506
cg14874121,0.004977487,0.01840524,0.01136346,0.01525841,0.02654565,0.01357468,0.02034553,0.02185134,0.02054548,0.03368235,0.0195563
cg14876043,0.769777,0.6987561,0.8456442,0.8423921,0.7753335,0.7593656,0.8984908,0.8895777,0.8608766,0.7954836,0.8256657
cg14879013,0,0.02468535,0,0.04838216,0.01535899,0.00165677,0.01650128,0.01297739,0.01708615,0.001186465,0.01611854
cg14880655,0.7036132,0.5587547,0.7626873,0.7697296,0.7161331,0.7000893,0.8010272,0.8517256,0.8304014,0.7786539,0.7214482
cg14880800,0.7456259,0.6664132,0.7698658,0.8307891,0.8098727,0.7787743,0.8840105,0.9202965,0.8884004,0.7872977,0.7917451
cg14882700,0.1320679,0.2150211,0.2262696,0.2136059,0.1978791,0.2607972,0.2241314,0.1929564,0.2780582,0.1519089,0.1501584
cg14883392,0.06869155,0.1520423,0.07952879,0.07560164,0.1305175,0.0812438,0.07742264,0.08777114,0.07399391,0.08698665,0.08333188
cg14884741,0.01619923,0,0.006637788,0.0108714,0.0110574,0,0.02299863,0.008574582,0.01828342,0.01012954,0.008062447
cg14885742,0.06766234,0.1208081,0.1065637,0.0824773,0.01956495,0.1040336,0.1766756,0.1619888,0.1679162,0.1057184,0.0905404
cg14886269,0,0.1448882,0.2700911,0.2593643,0.01896091,0.2938022,0.1896468,0.07563986,0.07613982,0.3819146,0.05187996
cg14887509,0,0.009765786,0.01171821,0.006721239,0.003421589,0,0.005035059,0.007871968,0.008644481,0.007540717,0.004745759
cg14889768,0.01250946,0.02151302,0.4655381,0.008021987,0.01609346,0.5066753,0.01293112,0.06227197,0.01721423,0.001462904,0
cg14892037,0.4474062,0,0.3547973,0.001665051,0,0.3911817,0.3439886,0.3882374,0.2597135,0.4518231,0.407481
cg14892066,0,0.08358252,0.01159027,0.00815492,0.01449764,0.005988257,0.02555094,0.02685158,0.02940981,0,0
cg14892768,0,0,0,0.03338679,0.03430171,0,0,0.006054668,0.008476881,0.000236611,0
cg14893129,0.91383,0.8361086,0.8576616,0.8523886,0.8807907,0.8567209,0.8590667,0.8422592,0.843533,0.7920008,0.8279688
cg14893161,0.8451177,0.3495086,0.8774936,0.7342937,0.8949624,0.8559512,0.5193201,0.4574215,0.4646164,0.7435399,0.77977
cg14893163,0,0.01634717,0.02003155,0.02347635,0.01805083,0,0.01251202,0.01414005,0.01341366,0.01486985,0.01327008
cg14894144,0.2093297,0.2437501,0.119163,0.2714798,0.02082181,0.1669988,0.2841453,0.3127716,0.3167859,0.1172018,0.09724322
cg14894216,0.6402984,0.7796243,0.7235105,0.7977583,0.7472466,0.8073103,0.8332083,0.6259813,0.8077227,0.7394553,0.6674092
cg14896003,0.9239249,0.9071013,0.8999752,0.9349675,0.9205192,0.9006303,0.8803578,0.8562609,0.862316,0.824756,0.8350148
cg14896516,0.01133122,0,0.009240398,0.02633476,0.006104245,0,0.005296626,0.009611552,0.008175257,0.01981254,0.002416572
cg14897096,0.7619129,0.7053444,0.7361593,0.7360491,0.8025417,0.825976,0.8310496,0.8646455,0.8222501,0.7483687,0.7659203
cg14898639,0.8063509,0.8051059,0.8182944,0.8082117,0.8713002,0.797716,0.8923597,0.9130902,0.8951788,0.8549573,0.867892
cg14898779,0.7707629,0.7019761,0.8533759,0.8344567,0.8620311,0.8176911,0.8649701,0.8792263,0.8342951,0.7697906,0.8144103
cg14898892,0.2871307,0.1144155,0.3549179,0.4800258,0.07736037,0.579894,0.5131211,0.3754041,0.6091125,0.13779,0.09029623
cg14899547,0.006702321,0.01486754,0.009358179,0.01803179,0.00922635,0.01278608,0.01131094,0.009342869,0.01355972,0.01114317,0.01357668
cg14900471,0.006485999,0.02562329,0.006049597,0.02184358,0,0,0.01047979,0.01065257,0.01201926,0.02507928,0.008384475
cg14902389,0.7102208,0.6590083,0.7751964,0.7986488,0.8576883,0.8339972,0.8216385,0.823251,0.8415744,0.7056978,0.790739
cg14903309,0.00090112,0,0.01118761,0.007372902,0.01304371,0.02098617,0.01404186,0.006154984,0.01041905,0.01765101,0.02896439
cg14904464,0,0.008284967,0,0,0.002599901,0.001005706,0,0.002046125,0.000218569,0,0
cg14908548,0.01914767,0.01431055,0.02103057,0.03656057,0.0153664,0.02019628,0.02585857,0.03158682,0.02716273,0.02111035,0.01271523
cg14910241,0.01428433,0.01151801,0.008225434,0.01007736,0.01252288,0.006816915,0.01731228,0.0241017,0.01880002,0.01768872,0.008029894
cg14911395,0.9716133,0.7669369,0.8723919,0.8495221,0.8840483,0.8344319,0.7498084,0.6405299,0.6961383,0.5230694,0.6001661
cg14911472,0.01607552,0.06912794,0.02717824,0.03774253,0.03351582,0.009445258,0.02094921,0.02652478,0.02751002,0.01536857,0.008954486
cg14912034,0.6507854,0.5362055,0.6730213,0.6994335,0.7671987,0.7420269,0.7958576,0.8015102,0.8068228,0.6910641,0.6308647
cg14912575,0.9339915,0.9251072,0.9078516,0.9142914,0.8318591,0.8955681,0.8581668,0.8392174,0.8589605,0.5606634,0.7413279
cg14913610,0.7918674,0.6163233,0.8604591,0.8609519,0.9125983,0.8577539,0.8898636,0.898061,0.8930246,0.8355379,0.83336
cg14913925,0,0.0884534,0.1456594,0.07145753,0.1419545,0.1557253,0.140818,0.08151599,0.1084769,0.07495835,0.01813627
cg14914852,0.8284956,0.8166453,0.8552921,0.8844428,0.8811136,0.8575757,0.8075266,0.8459708,0.8272493,0.7898147,0.8154036
cg14914982,0,0.0200657,0.01256381,0.0176674,0.01783124,0.001784606,0.02122683,0.02542132,0.02646002,0.02608781,0.01533094
cg14915165,0.004909922,0,0.002953042,0.01827345,0.01175514,0,0.01311505,0.01288755,0.01351788,0.003753445,0.00267808
cg14915263,0.004282655,0.008086119,0.004680828,0,0,0,0,0,0,0.001291178,0
cg14916079,0,0.1053612,0.03931103,0.05313363,0.06716619,0.0512662,0.07694422,0.09239817,0.06863824,0.01981504,0.000349141
cg14916200,0,0.005568063,0.009897359,0.01353075,0,0,0.00038849,0.003073267,0.003901157,0.006358285,0
cg14916213,0,0.01637841,0.003317731,0.01500355,0.001987214,0.00897111,0.02807479,0.0250693,0.0223994,0.01801076,0.02071138
cg14916288,0.6998649,0.6886119,0.695788,0.7908581,0.8164925,0.732314,0.8065674,0.6713728,0.8378615,0.8091636,0.8396763
cg14917512,0.5763072,0.5086033,0.5824156,0.5697193,0.6196978,0.6046554,0.458096,0.5016335,0.471434,0.4904439,0.5122098
cg14918082,0.02074529,0.02675613,0.03006282,0.02797023,0.02174374,0.02306245,0.02145285,0.02163177,0.02350478,0.02363203,0.01129007
cg14919562,0.001015112,0.001183538,0.01460737,0.007371983,0.008516642,0.009102759,0.001746417,0.00619685,0.001773134,0.002105269,0.002988695
cg14920334,0.08561281,0.1343635,0.05644055,0.07789681,0.04196646,0.06026343,0.1098197,0.1435358,0.07764006,0.07280597,0.02070088
cg14920426,0.01971962,0.02846202,0.03422837,0.0390171,0.03713531,0.03499952,0.04322834,0.04550808,0.04117313,0.04819221,0.05077394
cg14920846,0,0.003492516,0,0,0.001464355,0,0.008067835,0.01793929,0.01208452,0.0358744,0.01764838
cg14923435,0.04320726,0.07001613,0.06156708,0.07494876,0.05341642,0.03287649,0.03347214,0.03018732,0.02493628,0.01857526,0.01724324
cg14924091,0.002246033,0.01317881,0.006035828,0.0150162,0.002502482,0.01257534,0.00828878,0.008447942,0.01029734,0.009535917,0.006668782
cg14924278,0.6438124,0.601346,0.6916386,0.7053194,0.7706448,0.7187145,0.7704231,0.8055958,0.7672461,0.6959577,0.6830181
cg14925024,0.4745663,0.6181846,0.7271294,0.6988072,0.8433957,0.7280583,0.8378488,0.755816,0.8073456,0.7693942,0.7741423
cg14927277,0.06228445,0.0469372,0.04423372,0.06379398,0.03656228,0.03992292,0.03938495,0.04576025,0.04794708,0.05086958,0.04813867
cg14930396,0.000523069,0.00058041,0.006569335,0.009761892,0.007229077,0.002965914,0.02291503,0.01943014,0.02537052,0.0200474,0.01198164
cg14930674,0.8631369,0.7443268,0.8311934,0.8529248,0.8642342,0.8632333,0.8826837,0.8878081,0.8873161,0.8149564,0.8545108
cg14930706,0.8066965,0.7823666,0.8541681,0.8677267,0.8667415,0.8686261,0.8929785,0.8955492,0.8737116,0.8656684,0.8632331
cg14931645,0.04725092,0.06163261,0.00963483,0,0.03890574,0.02843646,0.03674904,0.032068,0.03730162,0.0364129,0.005694589
cg14932645,0.7129782,0.4894932,0.7305248,0.7279957,0.7864612,0.6483393,0.8275841,0.788012,0.8071124,0.6782525,0.7645552
cg14932684,0.01120739,0.0150742,0.008289712,0.01651891,0.01809857,0.006858765,0.04403044,0.05627915,0.02357685,0.03366403,0.01688588
cg14934766,0.03144513,0.03800594,0.01850333,0.01925311,0.04750597,0.01659686,0.02992696,0.01699572,0.0147976,0.01599648,0.02123183
cg14934821,0.7945383,0.8272147,0.8185838,0.8097661,0.8226838,0.850159,0.8390121,0.8701118,0.8368435,0.8037166,0.8090819
cg14939652,0.01473583,0,0,0.0155118,0.00732526,0,0.000271917,0.000455198,0.0039768,0,0
cg14939691,0.01382877,0.02447348,0,0,0,0,0.003542953,0.01120908,0.0053451,0,0
cg14940420,0.7963902,0.7123397,0.7686571,0.8193483,0.8166547,0.7682498,0.8417797,0.6689671,0.8449426,0.7761029,0.7921837
cg14942312,0.81059,0.7402375,0.6627076,0.8652697,0.8977606,0.8103099,0.7612998,0.6849213,0.7603641,0.7845539,0.8084645
cg14944269,0.3496083,0.3580129,0.4606799,0.4739392,0.15022,0.3956158,0.460779,0.4359192,0.4879295,0.2438197,0.223442
cg14944362,0.5298683,0.5211684,0.6302593,0.6377385,0.6058086,0.6480564,0.5958332,0.4416927,0.5983419,0.5280871,0.571613
cg14946299,0.07931563,0.06878361,0.04277632,0.1007813,0.04089816,0.05361575,0.07916807,0.05356957,0.06787311,0.1082026,0.1078573
cg14947494,0,0.007009463,0.003224521,0.03446079,0.008602771,0,0,0,0,0,0
cg14948436,0.8801695,0.8367838,0.792362,0.8718864,0.886994,0.8298752,0.8570544,0.8477426,0.8268575,0.7854719,0.781918
cg14948822,0.7227738,0.5476337,0.7640991,0.7835045,0.7828494,0.8739231,0.8667196,0.8273715,0.8868901,0.8447129,0.7587003
cg14949649,0.06612834,0.0845892,0.07191586,0.06596693,0.08225229,0.05748667,0.06512715,0.06304239,0.06614862,0.05445819,0.05629801
cg14950072,0,0.01626689,0.0237597,0.002430878,0.01819697,0.000876499,0.01599752,0.03083887,0.02106513,0.01053757,0.01228406
cg14951292,0.7338309,0.5763528,0.5375435,0.5240511,0.4368956,0.5255042,0.6068213,0.4900295,0.559053,0.4864314,0.5464123
cg14951734,0.002348445,0.02053689,0.01381454,0.0108568,0.005259817,0.00300393,0,0.004817777,0.003735851,0.003891621,0.01086387
cg14957086,0.01795825,0.08761832,0,0.01165186,0,0.02659725,0.02169891,0.01945714,0.01243532,0.01732143,0
cg14958018,0.7388354,0.5568606,0.6660255,0.6098584,0.7237338,0.6614118,0.6302752,0.6850067,0.6262727,0.6211994,0.6666036
cg14958635,0.019447,0.01686905,0.01288168,0.01004398,0,0,0.02432046,0.01850685,0.01543739,0.02890322,0.01860454
cg14958889,0.01378891,0.008638297,0.0153514,0.01477198,0.01881553,0,0.008361585,0.01362827,0.01300867,0.01291329,0.01242786
cg14959707,0.8862715,0.8956561,0.8878443,0.8751081,0.9099811,0.8851155,0.8928871,0.9048095,0.9188766,0.8811062,0.8693921
cg14960043,0,0.09576966,0.001425197,0.06345408,0.006022884,0.02324224,0.06163107,0.05241733,0.06332853,0.01925944,0.01003581
cg14961385,0.04601283,0.009850642,0.02637135,0.02446061,0.01490972,0.005168737,0.008349648,0.01289101,0.009487437,0.01066906,0.01107139
cg14961550,0.01886527,0.08781706,0.06949627,0.0704536,0.05152909,0.02895251,0.04722994,0.04451765,0.05837481,0.04730393,0.02894857
cg14962548,0.0158639,0.02880514,0.02201762,0.01334251,0.004856396,0.01734261,0.01840788,0.01559282,0.02066869,0.02717929,0.01320383
cg14962776,0.2426492,0.1653611,0.3383116,0.1396052,0.04865652,0.337289,0.1818724,0.08852363,0.2902388,0.3321666,0.3269404
cg14963371,0.08057814,0.1225309,0.06994364,0.09757357,0.07942468,0.05426785,0.1099827,0.07756162,0.119844,0.07824472,0.08059202
cg14963897,0.9189289,0.8414336,0.9019589,0.8953865,0.8938529,0.8983408,0.860878,0.8712947,0.8543397,0.8031619,0.7884749
cg14964658,0,0.01079199,0.002003083,0.001305801,0.01935944,0,0,0.003925733,0,0,0
cg14966252,0.01070462,0.0481484,0.0279474,0.03630434,0.04336882,0.03344156,0.04437203,0.04994893,0.06232046,0.03377342,0.02253645
cg14967066,0.02012091,0.1001552,0.03916388,0.0908588,0.03946549,0.03652335,0.1517849,0.2575917,0.1467065,0.1000896,0.05086768
cg14967972,0.07058098,0.006137928,0.1482719,0.153807,0.03332511,0.06466752,0.03952694,0.03653879,0.04377246,0.04151211,0
cg14971781,0.04834865,0.07648606,0.03957638,0.05992575,0.02708151,0.04405444,0.03162298,0.02555623,0.02705816,0.02539692,0.02177026
cg14972143,0.8536321,0.5396833,0.5833474,0.6450912,0.7837459,0.6954174,0.6872059,0.4439454,0.5566859,0.6359308,0.7304357
cg14972271,0.4304127,0.3150842,0.3758507,0.4148557,0.5526599,0.3328777,0.4232291,0.5063689,0.4291369,0.3076384,0.2656363
cg14973995,0.2795947,0.4804448,0.5911136,0.4129181,0.6759677,0.6566337,0.5407941,0.4976166,0.5479226,0.5383259,0.4842616
cg14974772,0,0,0,0,0.01026381,0,0,0.005625452,0.000196405,0,0
cg14975238,0.7563759,0.8167632,0.8017412,0.8272868,0.8709407,0.8333187,0.7988679,0.8259076,0.8023782,0.7495609,0.7378532
cg14976276,0.000884276,0.008576417,0,0.008015731,0.009367829,0.004632077,0.006451977,0.006025746,0.005297622,0.004836993,0.001893918
cg14981132,0.02044532,0,0,0.03221075,0,0.03568999,0.01272736,0.01694001,0,0,0.01452852
cg14982472,0.6217484,0.6293459,0.6923667,0.7064775,0.820044,0.679295,0.839173,0.7148862,0.8248942,0.7012737,0.6287494
cg14984307,0,0.01209817,0.02526124,0,0.003166702,0,0,0.00240367,0,0.000634883,0
cg14984920,0,0.07542547,0,0.0361094,0.002121474,0,0.004924885,7.63E-05,0.01191009,0,0
cg14986136,0.2041689,0,0.2211977,0.005352445,0.0203364,0.2812686,0.2104549,0.1599746,0.3103746,0.004073498,0
cg14986420,0.01893831,0,0.2525057,0.06923657,0.01080823,0.3259533,0.2890896,0.396533,0.3932424,0.2661236,0.2069817
cg14987922,0,0.04955625,0,0,0.02451984,0.004317299,0.009254883,0.008038437,0.00407371,8.31E-05,0.00990289
cg14988503,0,0.03877097,0.007165643,0.02861922,0.01402251,0,0.009056455,0.01519008,0.01297805,0.01240624,0.009566341
cg14989191,0,0,0.02853399,0.03545741,0.05763627,0,0,0.01253126,0,0,0
cg14990333,0.06010437,0.1009065,0,0.03887428,0.04800874,0,0,0,0,0,0
cg14991487,0,0.00958414,0.01003533,0.04882514,0.01255312,0,0.01287112,0.0168195,0.01492583,0.03086594,0.04343094
cg14992108,0.7039255,0.6571591,0.6524912,0.6860704,0.619186,0.6713566,0.7008043,0.7125853,0.68442,0.5606318,0.5485919
cg14992253,0,0.06273128,0,0.02146131,0.000735946,0,0.001126203,0.000732979,0.007278469,0,0
cg14993293,0.0831487,0.03441286,0,0.1096126,0.01863119,0,0,0.00090218,0,0,0
cg14996805,0.02559563,0,0,0,0.00103348,0,0.003914208,0.007223702,0.006469032,0.003180857,0.00490453
cg14998713,0.05675321,0.06768373,0.02315699,0.06693712,0,0,0.007271007,0.01039073,0.005791139,0.01544313,0
cg15001372,0.7717174,0.7376825,0.7111668,0.7698365,0.8036475,0.760566,0.790804,0.804947,0.7963696,0.7197765,0.7917136
cg15001381,0,0,0.02402901,0.01672299,0,0,0.000453837,0.01521999,0.005600214,7.17E-05,0
cg15002187,0.08463456,0.1019968,0.1053683,0.09017943,0.05686314,0.07531013,0.1518984,0.1136187,0.1713281,0.09789928,0.08647705
cg15002204,0.4392833,0.6380116,0.6391559,0.5617402,0.4927235,0.4937104,0.5299901,0.4350483,0.5500805,0.3795097,0.3533809
cg15002214,0,0.006198894,0,0,0,0,0,0,0,0,0
cg15003158,0.956296,0.7515718,0.933216,0.9614642,0.9630123,0.9382316,0.3547886,0.2546233,0.3626606,0.2263112,0.2353512
cg15003434,0.04092962,0.04067903,0.03722953,0.04638368,0.03549096,0.03403419,0.1135894,0.1064412,0.09275949,0.1380747,0.1346951
cg15005385,0.6595892,0.6803126,0.7723745,0.7855615,0.8338797,0.7279794,0.8196077,0.8080478,0.8509055,0.745403,0.7865949
cg15006396,0.0836954,0,0.1284873,0.01117003,0.04469146,0.006475342,0.01359581,0.02185769,0.02202962,0,0
cg15006973,0.8737288,0.8167006,0.8455172,0.8001155,0.8320256,0.8215081,0.8255742,0.802065,0.7925225,0.7256248,0.7296274
cg15008991,0.1716359,0,0.2692516,0.021237,0.01913319,0.2435619,0.2450177,0.2086408,0.2545236,0.2483384,0.2679738
cg15009698,0.02283145,0.0461193,0.01793703,0.0140659,0.03524454,0.03061151,0.02595912,0.02847283,0.02552387,0.021457,0.01979609
cg15009813,0.001258166,0.06112977,0.02626511,0.05311333,0.002047591,0.04533486,0.03002826,0.03185808,0.04061875,0.02320644,0.006933436
cg15010067,0,0.01888015,0,0.004968251,0,0,0,0.004460781,0.00300304,0,0
cg15010390,0.0245769,0.03963048,0.02606552,0.03269775,0.03468775,0.03604085,0.04379197,0.04452732,0.04046006,0.04424591,0.04078406
cg15013019,0.2602738,0.3879106,0.3395071,0.3815866,0.1776104,0.3577822,0.4268238,0.3787428,0.4470315,0.3116929,0.2421444
cg15014034,0.4699018,0.0393769,0.5142767,0.7497893,0.008074922,0.5761983,0.4736901,0.5421318,0.4873493,0.505003,0.4797106
cg15014458,0.04472014,0.07445483,0.1253239,0.1514593,0.00927484,0.1092487,0.1462206,0.1900575,0.1246758,0.03002085,0.02458615
cg15014549,0.02643511,0.1290488,0.06433934,0.08700553,0.04127407,0.04866276,0.1289742,0.1030431,0.1337235,0.05039221,0.0337533
cg15016234,0,0.02224473,0.02247605,0.02177083,0.01416287,0.01091784,0.01869643,0.01844475,0.02093732,0.02165074,0.03288909
cg15016628,0.6079937,0.4211656,0.7147192,0.696403,0.7462804,0.7292494,0.7184563,0.7391236,0.7830706,0.6314901,0.6246855
cg15018760,0,0.01109473,0.007064161,0.008998648,0.004372344,0,0.009702124,0.03336416,0.01380781,0.01335321,0.002564142
cg15019617,0.1094559,0.3978032,0.4292065,0.500235,0.06998672,0.3394006,0.3055149,0.3054461,0.3095847,0.1261346,0.1158559
cg15020645,0.04293685,0.07290372,0.06923874,0.1045932,0.1539107,0.0430777,0.08751332,0.07344502,0.07645905,0.1102182,0.1163072
cg15021292,0.8695638,0.8072104,0.7998854,0.8259313,0.8643135,0.8179199,0.8015761,0.8320083,0.7806066,0.4795196,0.4538042
cg15021531,0.02080424,0.07708666,0.03940229,0.07024092,0.03968986,0.04286144,0.1037247,0.08898431,0.1156143,0.1138321,0.05530496
cg15025769,0.008247756,0,0,0.02271698,0,0,0,0,0,0.001421364,0
cg15028436,0.8466651,0.8289434,0.8158653,0.8173393,0.9229106,0.8277955,0.8283204,0.7988734,0.8393424,0.7872294,0.7917277
cg15031780,0.02149714,0.03426585,0,0.01875817,0.02079914,0.001181692,0.00941471,0.01190876,0.01279067,0.01038292,0.00808242
cg15032239,0.01092896,0.08566309,0,0.000809377,0.07860429,0,0.02823626,0.02430428,0.03166974,0.006932844,0
cg15034135,0.01880016,0.01108408,0.01753812,0.02523878,0.01452431,0.01405851,0.00957173,0.01056017,0.01040446,0.00194788,0
cg15034763,0.04393957,0.03074001,0.009501188,0.05585473,0.0492464,0.03763408,0.01978718,0.01959725,0.01996851,0.0215062,0.01302232
cg15035273,0.02569163,0.06495644,0,0.04939355,0.01963726,0.03529324,0.03058756,0.03355076,0.04889426,0.02343612,0.01319002
cg15035713,0.02840516,0.0238979,0.02620569,0.01935614,0.03757444,0.02445893,0.0161339,0.01177048,0.01004253,0.02713197,0.01091012
cg15037004,0.2954707,0.3561091,0.6531154,0.6257161,0.6819753,0.618265,0.6555701,0.665952,0.7258469,0.5646394,0.5276927
cg15039399,0,0,0.004207214,0.01976985,0.003740692,0,0,0,0,0,0
cg15041659,0.007451238,0.01245691,0.02567786,0.0211171,0.00652582,0,0.01493842,0.006604649,0.005638857,0.000473834,0
cg15042080,0.01300862,0.1083031,0.07296391,0.1160572,0.08122773,0.06604581,0.02601882,0.0206813,0.0219514,0.0280663,0.03386319
cg15042385,0.03602296,0.04332927,0.03676724,0.05019734,0.0365911,0.03181591,0.03441992,0.04808386,0.04585015,0.04064273,0.04515432
cg15042806,0,0.003207536,0.01459638,0.01416334,0.01095348,0.005392325,0.01027629,0.01238868,0.009915518,0.01272939,0.001358789
cg15043057,0.1929434,0.08924934,0.09820329,0.09461824,0.06143817,0.09309357,0.2024637,0.1841471,0.1559665,0.08019834,0.07260521
cg15043801,0,0.03818362,0.0182988,0.04164352,0.01703021,0.01983282,0.03747522,0.03444045,0.04707364,0.0185018,0.01550325
cg15043975,0.06121203,0.06027728,0.05699643,0.08319288,0.03156142,0.06166726,0.1063221,0.1004209,0.1222784,0.0880684,0.109524
cg15044041,0.4619677,0.1302255,0.111025,0.1156533,0.2606887,0.1254101,0.273008,0.1768797,0.1086357,0.07627019,0.0801717
cg15044073,0.01428508,0.08084142,0.02092793,0.02287881,0.02798167,0.03295961,0.03970877,0.04466124,0.04300358,0.02597799,0.02394001
cg15045441,0.003111476,0,0.001753979,0.02052595,0.01231381,0.01172738,0.01426087,0.01605723,0.01189827,0.02161727,0.02349037
cg15046675,0.8550833,0.6923273,0.6976935,0.7166709,0.8357458,0.7237814,0.7924343,0.8302989,0.796786,0.7195343,0.7308569
cg15046693,0.8425315,0.8219469,0.8057172,0.8426091,0.8607424,0.8064103,0.8523108,0.7247694,0.8240329,0.6404331,0.7162974
cg15046735,0,0.006716828,0,0,0.00500368,0.001087835,0.00994995,0.008060233,0.008665029,0.009235683,0.006872115
cg15047833,0.143098,0.1984235,0.1916811,0.2088021,0.09949821,0.1803936,0.1867099,0.1421694,0.1925394,0.1483829,0.1125624
cg15050111,0.005274343,0.02689676,0.0217654,0.03985502,0.02904738,0.02380463,0.02262855,0.03087511,0.02557209,0.01649275,0.009784356
cg15051063,0.7821943,0.843197,0.7973504,0.8262213,0.8061437,0.8128263,0.8253532,0.8194968,0.8280245,0.7767766,0.7394993
cg15052335,0.6707103,0.6142885,0.7029852,0.6917893,0.6803308,0.7303848,0.7920286,0.7895214,0.7909064,0.7550554,0.7490178
cg15052901,0.3987194,0.4713692,0.5272198,0.4605719,0.385091,0.5321056,0.520947,0.4325836,0.5255601,0.372146,0.4010757
cg15054260,0.03284899,0.04018813,0.03687815,0.06029525,0.04124135,0.03609956,0.03663594,0.0304742,0.03102352,0.03257703,0.02585981
